Date_Id,Date_Full,Day Name,Day Number of Week,Day Number of Month,Day Number of Year,Week Number,Month Number,Month Name,Calender Quarter,Fiscal Quarter,Calender Year,Fiscal Year
19960205,1996-02-05,Monday,2,5,35,5,2,February,1,2,1996,1996
19960206,1996-02-06,Tuesday,3,6,36,6,2,February,1,2,1996,1996
19960207,1996-02-07,Wednesday,4,7,37,6,2,February,1,2,1996,1996
19960208,1996-02-08,Thursday,5,8,38,6,2,February,1,2,1996,1996
19960209,1996-02-09,Friday,6,9,39,6,2,February,1,2,1996,1996
19960210,1996-02-10,Saturday,7,10,40,6,2,February,1,2,1996,1996
19960211,1996-02-11,Sunday,1,11,41,6,2,February,1,2,1996,1996
19960212,1996-02-12,Monday,2,12,42,6,2,February,1,2,1996,1996
19960213,1996-02-13,Tuesday,3,13,43,7,2,February,1,2,1996,1996
19960214,1996-02-14,Wednesday,4,14,44,7,2,February,1,2,1996,1996
19960215,1996-02-15,Thursday,5,15,45,7,2,February,1,2,1996,1996
19960216,1996-02-16,Friday,6,16,46,7,2,February,1,2,1996,1996
19960217,1996-02-17,Saturday,7,17,47,7,2,February,1,2,1996,1996
19960218,1996-02-18,Sunday,1,18,48,7,2,February,1,2,1996,1996
19960219,1996-02-19,Monday,2,19,49,7,2,February,1,2,1996,1996
19960220,1996-02-20,Tuesday,3,20,50,8,2,February,1,2,1996,1996
19960221,1996-02-21,Wednesday,4,21,51,8,2,February,1,2,1996,1996
19960222,1996-02-22,Thursday,5,22,52,8,2,February,1,2,1996,1996
19960223,1996-02-23,Friday,6,23,53,8,2,February,1,2,1996,1996
19960224,1996-02-24,Saturday,7,24,54,8,2,February,1,2,1996,1996
19960225,1996-02-25,Sunday,1,25,55,8,2,February,1,2,1996,1996
19960226,1996-02-26,Monday,2,26,56,8,2,February,1,2,1996,1996
19960227,1996-02-27,Tuesday,3,27,57,9,2,February,1,2,1996,1996
19960228,1996-02-28,Wednesday,4,28,58,9,2,February,1,2,1996,1996
19960229,1996-02-29,Thursday,5,29,59,9,2,February,1,2,1996,1996
19960301,1996-03-01,Friday,6,1,60,9,3,March,1,2,1996,1996
19960302,1996-03-02,Saturday,7,2,61,9,3,March,1,2,1996,1996
19960303,1996-03-03,Sunday,1,3,62,9,3,March,1,2,1996,1996
19960304,1996-03-04,Monday,2,4,63,9,3,March,1,2,1996,1996
19960305,1996-03-05,Tuesday,3,5,64,10,3,March,1,2,1996,1996
19960306,1996-03-06,Wednesday,4,6,65,10,3,March,1,2,1996,1996
19960307,1996-03-07,Thursday,5,7,66,10,3,March,1,2,1996,1996
19960308,1996-03-08,Friday,6,8,67,10,3,March,1,2,1996,1996
19960309,1996-03-09,Saturday,7,9,68,10,3,March,1,2,1996,1996
19960310,1996-03-10,Sunday,1,10,69,10,3,March,1,2,1996,1996
19960311,1996-03-11,Monday,2,11,70,10,3,March,1,2,1996,1996
19960312,1996-03-12,Tuesday,3,12,71,11,3,March,1,2,1996,1996
19960313,1996-03-13,Wednesday,4,13,72,11,3,March,1,2,1996,1996
19960314,1996-03-14,Thursday,5,14,73,11,3,March,1,2,1996,1996
19960315,1996-03-15,Friday,6,15,74,11,3,March,1,2,1996,1996
19960316,1996-03-16,Saturday,7,16,75,11,3,March,1,2,1996,1996
19960317,1996-03-17,Sunday,1,17,76,11,3,March,1,2,1996,1996
19960318,1996-03-18,Monday,2,18,77,11,3,March,1,2,1996,1996
19960319,1996-03-19,Tuesday,3,19,78,12,3,March,1,2,1996,1996
19960320,1996-03-20,Wednesday,4,20,79,12,3,March,1,2,1996,1996
19960321,1996-03-21,Thursday,5,21,80,12,3,March,1,2,1996,1996
19960322,1996-03-22,Friday,6,22,81,12,3,March,1,2,1996,1996
19960323,1996-03-23,Saturday,7,23,82,12,3,March,1,2,1996,1996
19960324,1996-03-24,Sunday,1,24,83,12,3,March,1,2,1996,1996
19960325,1996-03-25,Monday,2,25,84,12,3,March,1,2,1996,1996
19960326,1996-03-26,Tuesday,3,26,85,13,3,March,1,2,1996,1996
19960327,1996-03-27,Wednesday,4,27,86,13,3,March,1,2,1996,1996
19960328,1996-03-28,Thursday,5,28,87,13,3,March,1,2,1996,1996
19960329,1996-03-29,Friday,6,29,88,13,3,March,1,2,1996,1996
19960330,1996-03-30,Saturday,7,30,89,13,3,March,1,2,1996,1996
19960331,1996-03-31,Sunday,1,31,90,13,3,March,1,2,1996,1996
19960401,1996-04-01,Monday,2,1,91,13,4,April,2,3,1996,1996
19960402,1996-04-02,Tuesday,3,2,92,14,4,April,2,3,1996,1996
19960403,1996-04-03,Wednesday,4,3,93,14,4,April,2,3,1996,1996
19960404,1996-04-04,Thursday,5,4,94,14,4,April,2,3,1996,1996
19960405,1996-04-05,Friday,6,5,95,14,4,April,2,3,1996,1996
19960406,1996-04-06,Saturday,7,6,96,14,4,April,2,3,1996,1996
19960407,1996-04-07,Sunday,1,7,97,14,4,April,2,3,1996,1996
19960408,1996-04-08,Monday,2,8,98,14,4,April,2,3,1996,1996
19960409,1996-04-09,Tuesday,3,9,99,15,4,April,2,3,1996,1996
19960410,1996-04-10,Wednesday,4,10,100,15,4,April,2,3,1996,1996
19960411,1996-04-11,Thursday,5,11,101,15,4,April,2,3,1996,1996
19960412,1996-04-12,Friday,6,12,102,15,4,April,2,3,1996,1996
19960413,1996-04-13,Saturday,7,13,103,15,4,April,2,3,1996,1996
19960414,1996-04-14,Sunday,1,14,104,15,4,April,2,3,1996,1996
19960415,1996-04-15,Monday,2,15,105,15,4,April,2,3,1996,1996
19960416,1996-04-16,Tuesday,3,16,106,16,4,April,2,3,1996,1996
19960417,1996-04-17,Wednesday,4,17,107,16,4,April,2,3,1996,1996
19960418,1996-04-18,Thursday,5,18,108,16,4,April,2,3,1996,1996
19960419,1996-04-19,Friday,6,19,109,16,4,April,2,3,1996,1996
19960420,1996-04-20,Saturday,7,20,110,16,4,April,2,3,1996,1996
19960421,1996-04-21,Sunday,1,21,111,16,4,April,2,3,1996,1996
19960422,1996-04-22,Monday,2,22,112,16,4,April,2,3,1996,1996
19960423,1996-04-23,Tuesday,3,23,113,17,4,April,2,3,1996,1996
19960424,1996-04-24,Wednesday,4,24,114,17,4,April,2,3,1996,1996
19960425,1996-04-25,Thursday,5,25,115,17,4,April,2,3,1996,1996
19960426,1996-04-26,Friday,6,26,116,17,4,April,2,3,1996,1996
19960427,1996-04-27,Saturday,7,27,117,17,4,April,2,3,1996,1996
19960428,1996-04-28,Sunday,1,28,118,17,4,April,2,3,1996,1996
19960429,1996-04-29,Monday,2,29,119,17,4,April,2,3,1996,1996
19960430,1996-04-30,Tuesday,3,30,120,18,4,April,2,3,1996,1996
19960501,1996-05-01,Wednesday,4,1,121,18,5,May,2,3,1996,1996
19960502,1996-05-02,Thursday,5,2,122,18,5,May,2,3,1996,1996
19960503,1996-05-03,Friday,6,3,123,18,5,May,2,3,1996,1996
19960504,1996-05-04,Saturday,7,4,124,18,5,May,2,3,1996,1996
19960505,1996-05-05,Sunday,1,5,125,18,5,May,2,3,1996,1996
19960506,1996-05-06,Monday,2,6,126,18,5,May,2,3,1996,1996
19960507,1996-05-07,Tuesday,3,7,127,19,5,May,2,3,1996,1996
19960508,1996-05-08,Wednesday,4,8,128,19,5,May,2,3,1996,1996
19960509,1996-05-09,Thursday,5,9,129,19,5,May,2,3,1996,1996
19960510,1996-05-10,Friday,6,10,130,19,5,May,2,3,1996,1996
19960511,1996-05-11,Saturday,7,11,131,19,5,May,2,3,1996,1996
19960512,1996-05-12,Sunday,1,12,132,19,5,May,2,3,1996,1996
19960513,1996-05-13,Monday,2,13,133,19,5,May,2,3,1996,1996
19960514,1996-05-14,Tuesday,3,14,134,20,5,May,2,3,1996,1996
19960515,1996-05-15,Wednesday,4,15,135,20,5,May,2,3,1996,1996
19960516,1996-05-16,Thursday,5,16,136,20,5,May,2,3,1996,1996
19960517,1996-05-17,Friday,6,17,137,20,5,May,2,3,1996,1996
19960518,1996-05-18,Saturday,7,18,138,20,5,May,2,3,1996,1996
19960519,1996-05-19,Sunday,1,19,139,20,5,May,2,3,1996,1996
19960520,1996-05-20,Monday,2,20,140,20,5,May,2,3,1996,1996
19960521,1996-05-21,Tuesday,3,21,141,21,5,May,2,3,1996,1996
19960522,1996-05-22,Wednesday,4,22,142,21,5,May,2,3,1996,1996
19960523,1996-05-23,Thursday,5,23,143,21,5,May,2,3,1996,1996
19960524,1996-05-24,Friday,6,24,144,21,5,May,2,3,1996,1996
19960525,1996-05-25,Saturday,7,25,145,21,5,May,2,3,1996,1996
19960526,1996-05-26,Sunday,1,26,146,21,5,May,2,3,1996,1996
19960527,1996-05-27,Monday,2,27,147,21,5,May,2,3,1996,1996
19960528,1996-05-28,Tuesday,3,28,148,22,5,May,2,3,1996,1996
19960529,1996-05-29,Wednesday,4,29,149,22,5,May,2,3,1996,1996
19960530,1996-05-30,Thursday,5,30,150,22,5,May,2,3,1996,1996
19960531,1996-05-31,Friday,6,31,151,22,5,May,2,3,1996,1996
19960601,1996-06-01,Saturday,7,1,152,22,6,June,2,3,1996,1996
19960602,1996-06-02,Sunday,1,2,153,22,6,June,2,3,1996,1996
19960603,1996-06-03,Monday,2,3,154,22,6,June,2,3,1996,1996
19960604,1996-06-04,Tuesday,3,4,155,23,6,June,2,3,1996,1996
19960605,1996-06-05,Wednesday,4,5,156,23,6,June,2,3,1996,1996
19960606,1996-06-06,Thursday,5,6,157,23,6,June,2,3,1996,1996
19960607,1996-06-07,Friday,6,7,158,23,6,June,2,3,1996,1996
19960608,1996-06-08,Saturday,7,8,159,23,6,June,2,3,1996,1996
19960609,1996-06-09,Sunday,1,9,160,23,6,June,2,3,1996,1996
19960610,1996-06-10,Monday,2,10,161,23,6,June,2,3,1996,1996
19960611,1996-06-11,Tuesday,3,11,162,24,6,June,2,3,1996,1996
19960612,1996-06-12,Wednesday,4,12,163,24,6,June,2,3,1996,1996
19960613,1996-06-13,Thursday,5,13,164,24,6,June,2,3,1996,1996
19960614,1996-06-14,Friday,6,14,165,24,6,June,2,3,1996,1996
19960615,1996-06-15,Saturday,7,15,166,24,6,June,2,3,1996,1996
19960616,1996-06-16,Sunday,1,16,167,24,6,June,2,3,1996,1996
19960617,1996-06-17,Monday,2,17,168,24,6,June,2,3,1996,1996
19960618,1996-06-18,Tuesday,3,18,169,25,6,June,2,3,1996,1996
19960619,1996-06-19,Wednesday,4,19,170,25,6,June,2,3,1996,1996
19960620,1996-06-20,Thursday,5,20,171,25,6,June,2,3,1996,1996
19960621,1996-06-21,Friday,6,21,172,25,6,June,2,3,1996,1996
19960622,1996-06-22,Saturday,7,22,173,25,6,June,2,3,1996,1996
19960623,1996-06-23,Sunday,1,23,174,25,6,June,2,3,1996,1996
19960624,1996-06-24,Monday,2,24,175,25,6,June,2,3,1996,1996
19960625,1996-06-25,Tuesday,3,25,176,26,6,June,2,3,1996,1996
19960626,1996-06-26,Wednesday,4,26,177,26,6,June,2,3,1996,1996
19960627,1996-06-27,Thursday,5,27,178,26,6,June,2,3,1996,1996
19960628,1996-06-28,Friday,6,28,179,26,6,June,2,3,1996,1996
19960629,1996-06-29,Saturday,7,29,180,26,6,June,2,3,1996,1996
19960630,1996-06-30,Sunday,1,30,181,26,6,June,2,3,1996,1996
19960701,1996-07-01,Monday,2,1,182,26,7,July,3,4,1996,1996
19960702,1996-07-02,Tuesday,3,2,183,27,7,July,3,4,1996,1996
19960703,1996-07-03,Wednesday,4,3,184,27,7,July,3,4,1996,1996
19960704,1996-07-04,Thursday,5,4,185,27,7,July,3,4,1996,1996
19960705,1996-07-05,Friday,6,5,186,27,7,July,3,4,1996,1996
19960706,1996-07-06,Saturday,7,6,187,27,7,July,3,4,1996,1996
19960707,1996-07-07,Sunday,1,7,188,27,7,July,3,4,1996,1996
19960708,1996-07-08,Monday,2,8,189,27,7,July,3,4,1996,1996
19960709,1996-07-09,Tuesday,3,9,190,28,7,July,3,4,1996,1996
19960710,1996-07-10,Wednesday,4,10,191,28,7,July,3,4,1996,1996
19960711,1996-07-11,Thursday,5,11,192,28,7,July,3,4,1996,1996
19960712,1996-07-12,Friday,6,12,193,28,7,July,3,4,1996,1996
19960713,1996-07-13,Saturday,7,13,194,28,7,July,3,4,1996,1996
19960714,1996-07-14,Sunday,1,14,195,28,7,July,3,4,1996,1996
19960715,1996-07-15,Monday,2,15,196,28,7,July,3,4,1996,1996
19960716,1996-07-16,Tuesday,3,16,197,29,7,July,3,4,1996,1996
19960717,1996-07-17,Wednesday,4,17,198,29,7,July,3,4,1996,1996
19960718,1996-07-18,Thursday,5,18,199,29,7,July,3,4,1996,1996
19960719,1996-07-19,Friday,6,19,200,29,7,July,3,4,1996,1996
19960720,1996-07-20,Saturday,7,20,201,29,7,July,3,4,1996,1996
19960721,1996-07-21,Sunday,1,21,202,29,7,July,3,4,1996,1996
19960722,1996-07-22,Monday,2,22,203,29,7,July,3,4,1996,1996
19960723,1996-07-23,Tuesday,3,23,204,30,7,July,3,4,1996,1996
19960724,1996-07-24,Wednesday,4,24,205,30,7,July,3,4,1996,1996
19960725,1996-07-25,Thursday,5,25,206,30,7,July,3,4,1996,1996
19960726,1996-07-26,Friday,6,26,207,30,7,July,3,4,1996,1996
19960727,1996-07-27,Saturday,7,27,208,30,7,July,3,4,1996,1996
19960728,1996-07-28,Sunday,1,28,209,30,7,July,3,4,1996,1996
19960729,1996-07-29,Monday,2,29,210,30,7,July,3,4,1996,1996
19960730,1996-07-30,Tuesday,3,30,211,31,7,July,3,4,1996,1996
19960731,1996-07-31,Wednesday,4,31,212,31,7,July,3,4,1996,1996
19960801,1996-08-01,Thursday,5,1,213,31,8,August,3,4,1996,1996
19960802,1996-08-02,Friday,6,2,214,31,8,August,3,4,1996,1996
19960803,1996-08-03,Saturday,7,3,215,31,8,August,3,4,1996,1996
19960804,1996-08-04,Sunday,1,4,216,31,8,August,3,4,1996,1996
19960805,1996-08-05,Monday,2,5,217,31,8,August,3,4,1996,1996
19960806,1996-08-06,Tuesday,3,6,218,32,8,August,3,4,1996,1996
19960807,1996-08-07,Wednesday,4,7,219,32,8,August,3,4,1996,1996
19960808,1996-08-08,Thursday,5,8,220,32,8,August,3,4,1996,1996
19960809,1996-08-09,Friday,6,9,221,32,8,August,3,4,1996,1996
19960810,1996-08-10,Saturday,7,10,222,32,8,August,3,4,1996,1996
19960811,1996-08-11,Sunday,1,11,223,32,8,August,3,4,1996,1996
19960812,1996-08-12,Monday,2,12,224,32,8,August,3,4,1996,1996
19960813,1996-08-13,Tuesday,3,13,225,33,8,August,3,4,1996,1996
19960814,1996-08-14,Wednesday,4,14,226,33,8,August,3,4,1996,1996
19960815,1996-08-15,Thursday,5,15,227,33,8,August,3,4,1996,1996
19960816,1996-08-16,Friday,6,16,228,33,8,August,3,4,1996,1996
19960817,1996-08-17,Saturday,7,17,229,33,8,August,3,4,1996,1996
19960818,1996-08-18,Sunday,1,18,230,33,8,August,3,4,1996,1996
19960819,1996-08-19,Monday,2,19,231,33,8,August,3,4,1996,1996
19960820,1996-08-20,Tuesday,3,20,232,34,8,August,3,4,1996,1996
19960821,1996-08-21,Wednesday,4,21,233,34,8,August,3,4,1996,1996
19960822,1996-08-22,Thursday,5,22,234,34,8,August,3,4,1996,1996
19960823,1996-08-23,Friday,6,23,235,34,8,August,3,4,1996,1996
19960824,1996-08-24,Saturday,7,24,236,34,8,August,3,4,1996,1996
19960825,1996-08-25,Sunday,1,25,237,34,8,August,3,4,1996,1996
19960826,1996-08-26,Monday,2,26,238,34,8,August,3,4,1996,1996
19960827,1996-08-27,Tuesday,3,27,239,35,8,August,3,4,1996,1996
19960828,1996-08-28,Wednesday,4,28,240,35,8,August,3,4,1996,1996
19960829,1996-08-29,Thursday,5,29,241,35,8,August,3,4,1996,1996
19960830,1996-08-30,Friday,6,30,242,35,8,August,3,4,1996,1996
19960831,1996-08-31,Saturday,7,31,243,35,8,August,3,4,1996,1996
19960901,1996-09-01,Sunday,1,1,244,35,9,September,3,4,1996,1996
19960902,1996-09-02,Monday,2,2,245,35,9,September,3,4,1996,1996
19960903,1996-09-03,Tuesday,3,3,246,36,9,September,3,4,1996,1996
19960904,1996-09-04,Wednesday,4,4,247,36,9,September,3,4,1996,1996
19960905,1996-09-05,Thursday,5,5,248,36,9,September,3,4,1996,1996
19960906,1996-09-06,Friday,6,6,249,36,9,September,3,4,1996,1996
19960907,1996-09-07,Saturday,7,7,250,36,9,September,3,4,1996,1996
19960908,1996-09-08,Sunday,1,8,251,36,9,September,3,4,1996,1996
19960909,1996-09-09,Monday,2,9,252,36,9,September,3,4,1996,1996
19960910,1996-09-10,Tuesday,3,10,253,37,9,September,3,4,1996,1996
19960911,1996-09-11,Wednesday,4,11,254,37,9,September,3,4,1996,1996
19960912,1996-09-12,Thursday,5,12,255,37,9,September,3,4,1996,1996
19960913,1996-09-13,Friday,6,13,256,37,9,September,3,4,1996,1996
19960914,1996-09-14,Saturday,7,14,257,37,9,September,3,4,1996,1996
19960915,1996-09-15,Sunday,1,15,258,37,9,September,3,4,1996,1996
19960916,1996-09-16,Monday,2,16,259,37,9,September,3,4,1996,1996
19960917,1996-09-17,Tuesday,3,17,260,38,9,September,3,4,1996,1996
19960918,1996-09-18,Wednesday,4,18,261,38,9,September,3,4,1996,1996
19960919,1996-09-19,Thursday,5,19,262,38,9,September,3,4,1996,1996
19960920,1996-09-20,Friday,6,20,263,38,9,September,3,4,1996,1996
19960921,1996-09-21,Saturday,7,21,264,38,9,September,3,4,1996,1996
19960922,1996-09-22,Sunday,1,22,265,38,9,September,3,4,1996,1996
19960923,1996-09-23,Monday,2,23,266,38,9,September,3,4,1996,1996
19960924,1996-09-24,Tuesday,3,24,267,39,9,September,3,4,1996,1996
19960925,1996-09-25,Wednesday,4,25,268,39,9,September,3,4,1996,1996
19960926,1996-09-26,Thursday,5,26,269,39,9,September,3,4,1996,1996
19960927,1996-09-27,Friday,6,27,270,39,9,September,3,4,1996,1996
19960928,1996-09-28,Saturday,7,28,271,39,9,September,3,4,1996,1996
19960929,1996-09-29,Sunday,1,29,272,39,9,September,3,4,1996,1996
19960930,1996-09-30,Monday,2,30,273,39,9,September,3,4,1996,1996
19961001,1996-10-01,Tuesday,3,1,274,40,10,October,4,1,1996,1997
19961002,1996-10-02,Wednesday,4,2,275,40,10,October,4,1,1996,1997
19961003,1996-10-03,Thursday,5,3,276,40,10,October,4,1,1996,1997
19961004,1996-10-04,Friday,6,4,277,40,10,October,4,1,1996,1997
19961005,1996-10-05,Saturday,7,5,278,40,10,October,4,1,1996,1997
19961006,1996-10-06,Sunday,1,6,279,40,10,October,4,1,1996,1997
19961007,1996-10-07,Monday,2,7,280,40,10,October,4,1,1996,1997
19961008,1996-10-08,Tuesday,3,8,281,41,10,October,4,1,1996,1997
19961009,1996-10-09,Wednesday,4,9,282,41,10,October,4,1,1996,1997
19961010,1996-10-10,Thursday,5,10,283,41,10,October,4,1,1996,1997
19961011,1996-10-11,Friday,6,11,284,41,10,October,4,1,1996,1997
19961012,1996-10-12,Saturday,7,12,285,41,10,October,4,1,1996,1997
19961013,1996-10-13,Sunday,1,13,286,41,10,October,4,1,1996,1997
19961014,1996-10-14,Monday,2,14,287,41,10,October,4,1,1996,1997
19961015,1996-10-15,Tuesday,3,15,288,42,10,October,4,1,1996,1997
19961016,1996-10-16,Wednesday,4,16,289,42,10,October,4,1,1996,1997
19961017,1996-10-17,Thursday,5,17,290,42,10,October,4,1,1996,1997
19961018,1996-10-18,Friday,6,18,291,42,10,October,4,1,1996,1997
19961019,1996-10-19,Saturday,7,19,292,42,10,October,4,1,1996,1997
19961020,1996-10-20,Sunday,1,20,293,42,10,October,4,1,1996,1997
19961021,1996-10-21,Monday,2,21,294,42,10,October,4,1,1996,1997
19961022,1996-10-22,Tuesday,3,22,295,43,10,October,4,1,1996,1997
19961023,1996-10-23,Wednesday,4,23,296,43,10,October,4,1,1996,1997
19961024,1996-10-24,Thursday,5,24,297,43,10,October,4,1,1996,1997
19961025,1996-10-25,Friday,6,25,298,43,10,October,4,1,1996,1997
19961026,1996-10-26,Saturday,7,26,299,43,10,October,4,1,1996,1997
19961027,1996-10-27,Sunday,1,27,300,43,10,October,4,1,1996,1997
19961028,1996-10-28,Monday,2,28,301,43,10,October,4,1,1996,1997
19961029,1996-10-29,Tuesday,3,29,302,44,10,October,4,1,1996,1997
19961030,1996-10-30,Wednesday,4,30,303,44,10,October,4,1,1996,1997
19961031,1996-10-31,Thursday,5,31,304,44,10,October,4,1,1996,1997
19961101,1996-11-01,Friday,6,1,305,44,11,November,4,1,1996,1997
19961102,1996-11-02,Saturday,7,2,306,44,11,November,4,1,1996,1997
19961103,1996-11-03,Sunday,1,3,307,44,11,November,4,1,1996,1997
19961104,1996-11-04,Monday,2,4,308,44,11,November,4,1,1996,1997
19961105,1996-11-05,Tuesday,3,5,309,45,11,November,4,1,1996,1997
19961106,1996-11-06,Wednesday,4,6,310,45,11,November,4,1,1996,1997
19961107,1996-11-07,Thursday,5,7,311,45,11,November,4,1,1996,1997
19961108,1996-11-08,Friday,6,8,312,45,11,November,4,1,1996,1997
19961109,1996-11-09,Saturday,7,9,313,45,11,November,4,1,1996,1997
19961110,1996-11-10,Sunday,1,10,314,45,11,November,4,1,1996,1997
19961111,1996-11-11,Monday,2,11,315,45,11,November,4,1,1996,1997
19961112,1996-11-12,Tuesday,3,12,316,46,11,November,4,1,1996,1997
19961113,1996-11-13,Wednesday,4,13,317,46,11,November,4,1,1996,1997
19961114,1996-11-14,Thursday,5,14,318,46,11,November,4,1,1996,1997
19961115,1996-11-15,Friday,6,15,319,46,11,November,4,1,1996,1997
19961116,1996-11-16,Saturday,7,16,320,46,11,November,4,1,1996,1997
19961117,1996-11-17,Sunday,1,17,321,46,11,November,4,1,1996,1997
19961118,1996-11-18,Monday,2,18,322,46,11,November,4,1,1996,1997
19961119,1996-11-19,Tuesday,3,19,323,47,11,November,4,1,1996,1997
19961120,1996-11-20,Wednesday,4,20,324,47,11,November,4,1,1996,1997
19961121,1996-11-21,Thursday,5,21,325,47,11,November,4,1,1996,1997
19961122,1996-11-22,Friday,6,22,326,47,11,November,4,1,1996,1997
19961123,1996-11-23,Saturday,7,23,327,47,11,November,4,1,1996,1997
19961124,1996-11-24,Sunday,1,24,328,47,11,November,4,1,1996,1997
19961125,1996-11-25,Monday,2,25,329,47,11,November,4,1,1996,1997
19961126,1996-11-26,Tuesday,3,26,330,48,11,November,4,1,1996,1997
19961127,1996-11-27,Wednesday,4,27,331,48,11,November,4,1,1996,1997
19961128,1996-11-28,Thursday,5,28,332,48,11,November,4,1,1996,1997
19961129,1996-11-29,Friday,6,29,333,48,11,November,4,1,1996,1997
19961130,1996-11-30,Saturday,7,30,334,48,11,November,4,1,1996,1997
19961201,1996-12-01,Sunday,1,1,335,48,12,December,4,1,1996,1997
19961202,1996-12-02,Monday,2,2,336,48,12,December,4,1,1996,1997
19961203,1996-12-03,Tuesday,3,3,337,49,12,December,4,1,1996,1997
19961204,1996-12-04,Wednesday,4,4,338,49,12,December,4,1,1996,1997
19961205,1996-12-05,Thursday,5,5,339,49,12,December,4,1,1996,1997
19961206,1996-12-06,Friday,6,6,340,49,12,December,4,1,1996,1997
19961207,1996-12-07,Saturday,7,7,341,49,12,December,4,1,1996,1997
19961208,1996-12-08,Sunday,1,8,342,49,12,December,4,1,1996,1997
19961209,1996-12-09,Monday,2,9,343,49,12,December,4,1,1996,1997
19961210,1996-12-10,Tuesday,3,10,344,50,12,December,4,1,1996,1997
19961211,1996-12-11,Wednesday,4,11,345,50,12,December,4,1,1996,1997
19961212,1996-12-12,Thursday,5,12,346,50,12,December,4,1,1996,1997
19961213,1996-12-13,Friday,6,13,347,50,12,December,4,1,1996,1997
19961214,1996-12-14,Saturday,7,14,348,50,12,December,4,1,1996,1997
19961215,1996-12-15,Sunday,1,15,349,50,12,December,4,1,1996,1997
19961216,1996-12-16,Monday,2,16,350,50,12,December,4,1,1996,1997
19961217,1996-12-17,Tuesday,3,17,351,51,12,December,4,1,1996,1997
19961218,1996-12-18,Wednesday,4,18,352,51,12,December,4,1,1996,1997
19961219,1996-12-19,Thursday,5,19,353,51,12,December,4,1,1996,1997
19961220,1996-12-20,Friday,6,20,354,51,12,December,4,1,1996,1997
19961221,1996-12-21,Saturday,7,21,355,51,12,December,4,1,1996,1997
19961222,1996-12-22,Sunday,1,22,356,51,12,December,4,1,1996,1997
19961223,1996-12-23,Monday,2,23,357,51,12,December,4,1,1996,1997
19961224,1996-12-24,Tuesday,3,24,358,52,12,December,4,1,1996,1997
19961225,1996-12-25,Wednesday,4,25,359,52,12,December,4,1,1996,1997
19961226,1996-12-26,Thursday,5,26,360,52,12,December,4,1,1996,1997
19961227,1996-12-27,Friday,6,27,361,52,12,December,4,1,1996,1997
19961228,1996-12-28,Saturday,7,28,362,52,12,December,4,1,1996,1997
19961229,1996-12-29,Sunday,1,29,363,52,12,December,4,1,1996,1997
19961230,1996-12-30,Monday,2,30,364,52,12,December,4,1,1996,1997
19961231,1996-12-31,Tuesday,3,31,365,53,12,December,4,1,1996,1997
19970101,1997-01-01,Wednesday,4,1,0,0,1,January,1,2,1997,1997
19970102,1997-01-02,Thursday,5,2,1,1,1,January,1,2,1997,1997
19970103,1997-01-03,Friday,6,3,2,1,1,January,1,2,1997,1997
19970104,1997-01-04,Saturday,7,4,3,1,1,January,1,2,1997,1997
19970105,1997-01-05,Sunday,1,5,4,1,1,January,1,2,1997,1997
19970106,1997-01-06,Monday,2,6,5,1,1,January,1,2,1997,1997
19970107,1997-01-07,Tuesday,3,7,6,1,1,January,1,2,1997,1997
19970108,1997-01-08,Wednesday,4,8,7,1,1,January,1,2,1997,1997
19970109,1997-01-09,Thursday,5,9,8,2,1,January,1,2,1997,1997
19970110,1997-01-10,Friday,6,10,9,2,1,January,1,2,1997,1997
19970111,1997-01-11,Saturday,7,11,10,2,1,January,1,2,1997,1997
19970112,1997-01-12,Sunday,1,12,11,2,1,January,1,2,1997,1997
19970113,1997-01-13,Monday,2,13,12,2,1,January,1,2,1997,1997
19970114,1997-01-14,Tuesday,3,14,13,2,1,January,1,2,1997,1997
19970115,1997-01-15,Wednesday,4,15,14,2,1,January,1,2,1997,1997
19970116,1997-01-16,Thursday,5,16,15,3,1,January,1,2,1997,1997
19970117,1997-01-17,Friday,6,17,16,3,1,January,1,2,1997,1997
19970118,1997-01-18,Saturday,7,18,17,3,1,January,1,2,1997,1997
19970119,1997-01-19,Sunday,1,19,18,3,1,January,1,2,1997,1997
19970120,1997-01-20,Monday,2,20,19,3,1,January,1,2,1997,1997
19970121,1997-01-21,Tuesday,3,21,20,3,1,January,1,2,1997,1997
19970122,1997-01-22,Wednesday,4,22,21,3,1,January,1,2,1997,1997
19970123,1997-01-23,Thursday,5,23,22,4,1,January,1,2,1997,1997
19970124,1997-01-24,Friday,6,24,23,4,1,January,1,2,1997,1997
19970125,1997-01-25,Saturday,7,25,24,4,1,January,1,2,1997,1997
19970126,1997-01-26,Sunday,1,26,25,4,1,January,1,2,1997,1997
19970127,1997-01-27,Monday,2,27,26,4,1,January,1,2,1997,1997
19970128,1997-01-28,Tuesday,3,28,27,4,1,January,1,2,1997,1997
19970129,1997-01-29,Wednesday,4,29,28,4,1,January,1,2,1997,1997
19970130,1997-01-30,Thursday,5,30,29,5,1,January,1,2,1997,1997
19970131,1997-01-31,Friday,6,31,30,5,1,January,1,2,1997,1997
19970201,1997-02-01,Saturday,7,1,31,5,2,February,1,2,1997,1997
19970202,1997-02-02,Sunday,1,2,32,5,2,February,1,2,1997,1997
19970203,1997-02-03,Monday,2,3,33,5,2,February,1,2,1997,1997
19970204,1997-02-04,Tuesday,3,4,34,5,2,February,1,2,1997,1997
