Time_Id,Seconds Count,Time-24hr,Time-AMPM,Hour-24hr,Hour-AMPM,Minute,Second
25115,10275,2:51:15,2:51:15 AM,2,2,51,15
25116,10276,2:51:16,2:51:16 AM,2,2,51,16
25117,10277,2:51:17,2:51:17 AM,2,2,51,17
25118,10278,2:51:18,2:51:18 AM,2,2,51,18
25119,10279,2:51:19,2:51:19 AM,2,2,51,19
25120,10280,2:51:20,2:51:20 AM,2,2,51,20
25121,10281,2:51:21,2:51:21 AM,2,2,51,21
25122,10282,2:51:22,2:51:22 AM,2,2,51,22
25123,10283,2:51:23,2:51:23 AM,2,2,51,23
25124,10284,2:51:24,2:51:24 AM,2,2,51,24
25125,10285,2:51:25,2:51:25 AM,2,2,51,25
25126,10286,2:51:26,2:51:26 AM,2,2,51,26
25127,10287,2:51:27,2:51:27 AM,2,2,51,27
25128,10288,2:51:28,2:51:28 AM,2,2,51,28
25129,10289,2:51:29,2:51:29 AM,2,2,51,29
25130,10290,2:51:30,2:51:30 AM,2,2,51,30
25131,10291,2:51:31,2:51:31 AM,2,2,51,31
25132,10292,2:51:32,2:51:32 AM,2,2,51,32
25133,10293,2:51:33,2:51:33 AM,2,2,51,33
25134,10294,2:51:34,2:51:34 AM,2,2,51,34
25135,10295,2:51:35,2:51:35 AM,2,2,51,35
25136,10296,2:51:36,2:51:36 AM,2,2,51,36
25137,10297,2:51:37,2:51:37 AM,2,2,51,37
25138,10298,2:51:38,2:51:38 AM,2,2,51,38
25139,10299,2:51:39,2:51:39 AM,2,2,51,39
25140,10300,2:51:40,2:51:40 AM,2,2,51,40
25141,10301,2:51:41,2:51:41 AM,2,2,51,41
25142,10302,2:51:42,2:51:42 AM,2,2,51,42
25143,10303,2:51:43,2:51:43 AM,2,2,51,43
25144,10304,2:51:44,2:51:44 AM,2,2,51,44
25145,10305,2:51:45,2:51:45 AM,2,2,51,45
25146,10306,2:51:46,2:51:46 AM,2,2,51,46
25147,10307,2:51:47,2:51:47 AM,2,2,51,47
25148,10308,2:51:48,2:51:48 AM,2,2,51,48
25149,10309,2:51:49,2:51:49 AM,2,2,51,49
25150,10310,2:51:50,2:51:50 AM,2,2,51,50
25151,10311,2:51:51,2:51:51 AM,2,2,51,51
25152,10312,2:51:52,2:51:52 AM,2,2,51,52
25153,10313,2:51:53,2:51:53 AM,2,2,51,53
25154,10314,2:51:54,2:51:54 AM,2,2,51,54
25155,10315,2:51:55,2:51:55 AM,2,2,51,55
25156,10316,2:51:56,2:51:56 AM,2,2,51,56
25157,10317,2:51:57,2:51:57 AM,2,2,51,57
25158,10318,2:51:58,2:51:58 AM,2,2,51,58
25159,10319,2:51:59,2:51:59 AM,2,2,51,59
25200,10320,2:52:00,2:52:00 AM,2,2,52,0
25201,10321,2:52:01,2:52:01 AM,2,2,52,1
25202,10322,2:52:02,2:52:02 AM,2,2,52,2
25203,10323,2:52:03,2:52:03 AM,2,2,52,3
25204,10324,2:52:04,2:52:04 AM,2,2,52,4
25205,10325,2:52:05,2:52:05 AM,2,2,52,5
25206,10326,2:52:06,2:52:06 AM,2,2,52,6
25207,10327,2:52:07,2:52:07 AM,2,2,52,7
25208,10328,2:52:08,2:52:08 AM,2,2,52,8
25209,10329,2:52:09,2:52:09 AM,2,2,52,9
25210,10330,2:52:10,2:52:10 AM,2,2,52,10
25211,10331,2:52:11,2:52:11 AM,2,2,52,11
25212,10332,2:52:12,2:52:12 AM,2,2,52,12
25213,10333,2:52:13,2:52:13 AM,2,2,52,13
25214,10334,2:52:14,2:52:14 AM,2,2,52,14
25215,10335,2:52:15,2:52:15 AM,2,2,52,15
25216,10336,2:52:16,2:52:16 AM,2,2,52,16
25217,10337,2:52:17,2:52:17 AM,2,2,52,17
25218,10338,2:52:18,2:52:18 AM,2,2,52,18
25219,10339,2:52:19,2:52:19 AM,2,2,52,19
25220,10340,2:52:20,2:52:20 AM,2,2,52,20
25221,10341,2:52:21,2:52:21 AM,2,2,52,21
25222,10342,2:52:22,2:52:22 AM,2,2,52,22
25223,10343,2:52:23,2:52:23 AM,2,2,52,23
25224,10344,2:52:24,2:52:24 AM,2,2,52,24
25225,10345,2:52:25,2:52:25 AM,2,2,52,25
25226,10346,2:52:26,2:52:26 AM,2,2,52,26
25227,10347,2:52:27,2:52:27 AM,2,2,52,27
25228,10348,2:52:28,2:52:28 AM,2,2,52,28
25229,10349,2:52:29,2:52:29 AM,2,2,52,29
25230,10350,2:52:30,2:52:30 AM,2,2,52,30
25231,10351,2:52:31,2:52:31 AM,2,2,52,31
25232,10352,2:52:32,2:52:32 AM,2,2,52,32
25233,10353,2:52:33,2:52:33 AM,2,2,52,33
25234,10354,2:52:34,2:52:34 AM,2,2,52,34
25235,10355,2:52:35,2:52:35 AM,2,2,52,35
25236,10356,2:52:36,2:52:36 AM,2,2,52,36
25237,10357,2:52:37,2:52:37 AM,2,2,52,37
25238,10358,2:52:38,2:52:38 AM,2,2,52,38
25239,10359,2:52:39,2:52:39 AM,2,2,52,39
25240,10360,2:52:40,2:52:40 AM,2,2,52,40
25241,10361,2:52:41,2:52:41 AM,2,2,52,41
25242,10362,2:52:42,2:52:42 AM,2,2,52,42
25243,10363,2:52:43,2:52:43 AM,2,2,52,43
25244,10364,2:52:44,2:52:44 AM,2,2,52,44
25245,10365,2:52:45,2:52:45 AM,2,2,52,45
25246,10366,2:52:46,2:52:46 AM,2,2,52,46
25247,10367,2:52:47,2:52:47 AM,2,2,52,47
25248,10368,2:52:48,2:52:48 AM,2,2,52,48
25249,10369,2:52:49,2:52:49 AM,2,2,52,49
25250,10370,2:52:50,2:52:50 AM,2,2,52,50
25251,10371,2:52:51,2:52:51 AM,2,2,52,51
25252,10372,2:52:52,2:52:52 AM,2,2,52,52
25253,10373,2:52:53,2:52:53 AM,2,2,52,53
25254,10374,2:52:54,2:52:54 AM,2,2,52,54
25255,10375,2:52:55,2:52:55 AM,2,2,52,55
25256,10376,2:52:56,2:52:56 AM,2,2,52,56
25257,10377,2:52:57,2:52:57 AM,2,2,52,57
25258,10378,2:52:58,2:52:58 AM,2,2,52,58
25259,10379,2:52:59,2:52:59 AM,2,2,52,59
25300,10380,2:53:00,2:53:00 AM,2,2,53,0
25301,10381,2:53:01,2:53:01 AM,2,2,53,1
25302,10382,2:53:02,2:53:02 AM,2,2,53,2
25303,10383,2:53:03,2:53:03 AM,2,2,53,3
25304,10384,2:53:04,2:53:04 AM,2,2,53,4
25305,10385,2:53:05,2:53:05 AM,2,2,53,5
25306,10386,2:53:06,2:53:06 AM,2,2,53,6
25307,10387,2:53:07,2:53:07 AM,2,2,53,7
25308,10388,2:53:08,2:53:08 AM,2,2,53,8
25309,10389,2:53:09,2:53:09 AM,2,2,53,9
25310,10390,2:53:10,2:53:10 AM,2,2,53,10
25311,10391,2:53:11,2:53:11 AM,2,2,53,11
25312,10392,2:53:12,2:53:12 AM,2,2,53,12
25313,10393,2:53:13,2:53:13 AM,2,2,53,13
25314,10394,2:53:14,2:53:14 AM,2,2,53,14
25315,10395,2:53:15,2:53:15 AM,2,2,53,15
25316,10396,2:53:16,2:53:16 AM,2,2,53,16
25317,10397,2:53:17,2:53:17 AM,2,2,53,17
25318,10398,2:53:18,2:53:18 AM,2,2,53,18
25319,10399,2:53:19,2:53:19 AM,2,2,53,19
25320,10400,2:53:20,2:53:20 AM,2,2,53,20
25321,10401,2:53:21,2:53:21 AM,2,2,53,21
25322,10402,2:53:22,2:53:22 AM,2,2,53,22
25323,10403,2:53:23,2:53:23 AM,2,2,53,23
25324,10404,2:53:24,2:53:24 AM,2,2,53,24
25325,10405,2:53:25,2:53:25 AM,2,2,53,25
25326,10406,2:53:26,2:53:26 AM,2,2,53,26
25327,10407,2:53:27,2:53:27 AM,2,2,53,27
25328,10408,2:53:28,2:53:28 AM,2,2,53,28
25329,10409,2:53:29,2:53:29 AM,2,2,53,29
25330,10410,2:53:30,2:53:30 AM,2,2,53,30
25331,10411,2:53:31,2:53:31 AM,2,2,53,31
25332,10412,2:53:32,2:53:32 AM,2,2,53,32
25333,10413,2:53:33,2:53:33 AM,2,2,53,33
25334,10414,2:53:34,2:53:34 AM,2,2,53,34
25335,10415,2:53:35,2:53:35 AM,2,2,53,35
25336,10416,2:53:36,2:53:36 AM,2,2,53,36
25337,10417,2:53:37,2:53:37 AM,2,2,53,37
25338,10418,2:53:38,2:53:38 AM,2,2,53,38
25339,10419,2:53:39,2:53:39 AM,2,2,53,39
25340,10420,2:53:40,2:53:40 AM,2,2,53,40
25341,10421,2:53:41,2:53:41 AM,2,2,53,41
25342,10422,2:53:42,2:53:42 AM,2,2,53,42
25343,10423,2:53:43,2:53:43 AM,2,2,53,43
25344,10424,2:53:44,2:53:44 AM,2,2,53,44
25345,10425,2:53:45,2:53:45 AM,2,2,53,45
25346,10426,2:53:46,2:53:46 AM,2,2,53,46
25347,10427,2:53:47,2:53:47 AM,2,2,53,47
25348,10428,2:53:48,2:53:48 AM,2,2,53,48
25349,10429,2:53:49,2:53:49 AM,2,2,53,49
25350,10430,2:53:50,2:53:50 AM,2,2,53,50
25351,10431,2:53:51,2:53:51 AM,2,2,53,51
25352,10432,2:53:52,2:53:52 AM,2,2,53,52
25353,10433,2:53:53,2:53:53 AM,2,2,53,53
25354,10434,2:53:54,2:53:54 AM,2,2,53,54
25355,10435,2:53:55,2:53:55 AM,2,2,53,55
25356,10436,2:53:56,2:53:56 AM,2,2,53,56
25357,10437,2:53:57,2:53:57 AM,2,2,53,57
25358,10438,2:53:58,2:53:58 AM,2,2,53,58
25359,10439,2:53:59,2:53:59 AM,2,2,53,59
25400,10440,2:54:00,2:54:00 AM,2,2,54,0
25401,10441,2:54:01,2:54:01 AM,2,2,54,1
25402,10442,2:54:02,2:54:02 AM,2,2,54,2
25403,10443,2:54:03,2:54:03 AM,2,2,54,3
25404,10444,2:54:04,2:54:04 AM,2,2,54,4
25405,10445,2:54:05,2:54:05 AM,2,2,54,5
25406,10446,2:54:06,2:54:06 AM,2,2,54,6
25407,10447,2:54:07,2:54:07 AM,2,2,54,7
25408,10448,2:54:08,2:54:08 AM,2,2,54,8
25409,10449,2:54:09,2:54:09 AM,2,2,54,9
25410,10450,2:54:10,2:54:10 AM,2,2,54,10
25411,10451,2:54:11,2:54:11 AM,2,2,54,11
25412,10452,2:54:12,2:54:12 AM,2,2,54,12
25413,10453,2:54:13,2:54:13 AM,2,2,54,13
25414,10454,2:54:14,2:54:14 AM,2,2,54,14
25415,10455,2:54:15,2:54:15 AM,2,2,54,15
25416,10456,2:54:16,2:54:16 AM,2,2,54,16
25417,10457,2:54:17,2:54:17 AM,2,2,54,17
25418,10458,2:54:18,2:54:18 AM,2,2,54,18
25419,10459,2:54:19,2:54:19 AM,2,2,54,19
25420,10460,2:54:20,2:54:20 AM,2,2,54,20
25421,10461,2:54:21,2:54:21 AM,2,2,54,21
25422,10462,2:54:22,2:54:22 AM,2,2,54,22
25423,10463,2:54:23,2:54:23 AM,2,2,54,23
25424,10464,2:54:24,2:54:24 AM,2,2,54,24
25425,10465,2:54:25,2:54:25 AM,2,2,54,25
25426,10466,2:54:26,2:54:26 AM,2,2,54,26
25427,10467,2:54:27,2:54:27 AM,2,2,54,27
25428,10468,2:54:28,2:54:28 AM,2,2,54,28
25429,10469,2:54:29,2:54:29 AM,2,2,54,29
25430,10470,2:54:30,2:54:30 AM,2,2,54,30
25431,10471,2:54:31,2:54:31 AM,2,2,54,31
25432,10472,2:54:32,2:54:32 AM,2,2,54,32
25433,10473,2:54:33,2:54:33 AM,2,2,54,33
25434,10474,2:54:34,2:54:34 AM,2,2,54,34
25435,10475,2:54:35,2:54:35 AM,2,2,54,35
25436,10476,2:54:36,2:54:36 AM,2,2,54,36
25437,10477,2:54:37,2:54:37 AM,2,2,54,37
25438,10478,2:54:38,2:54:38 AM,2,2,54,38
25439,10479,2:54:39,2:54:39 AM,2,2,54,39
25440,10480,2:54:40,2:54:40 AM,2,2,54,40
25441,10481,2:54:41,2:54:41 AM,2,2,54,41
25442,10482,2:54:42,2:54:42 AM,2,2,54,42
25443,10483,2:54:43,2:54:43 AM,2,2,54,43
25444,10484,2:54:44,2:54:44 AM,2,2,54,44
25445,10485,2:54:45,2:54:45 AM,2,2,54,45
25446,10486,2:54:46,2:54:46 AM,2,2,54,46
25447,10487,2:54:47,2:54:47 AM,2,2,54,47
25448,10488,2:54:48,2:54:48 AM,2,2,54,48
25449,10489,2:54:49,2:54:49 AM,2,2,54,49
25450,10490,2:54:50,2:54:50 AM,2,2,54,50
25451,10491,2:54:51,2:54:51 AM,2,2,54,51
25452,10492,2:54:52,2:54:52 AM,2,2,54,52
25453,10493,2:54:53,2:54:53 AM,2,2,54,53
25454,10494,2:54:54,2:54:54 AM,2,2,54,54
25455,10495,2:54:55,2:54:55 AM,2,2,54,55
25456,10496,2:54:56,2:54:56 AM,2,2,54,56
25457,10497,2:54:57,2:54:57 AM,2,2,54,57
25458,10498,2:54:58,2:54:58 AM,2,2,54,58
25459,10499,2:54:59,2:54:59 AM,2,2,54,59
25500,10500,2:55:00,2:55:00 AM,2,2,55,0
25501,10501,2:55:01,2:55:01 AM,2,2,55,1
25502,10502,2:55:02,2:55:02 AM,2,2,55,2
25503,10503,2:55:03,2:55:03 AM,2,2,55,3
25504,10504,2:55:04,2:55:04 AM,2,2,55,4
25505,10505,2:55:05,2:55:05 AM,2,2,55,5
25506,10506,2:55:06,2:55:06 AM,2,2,55,6
25507,10507,2:55:07,2:55:07 AM,2,2,55,7
25508,10508,2:55:08,2:55:08 AM,2,2,55,8
25509,10509,2:55:09,2:55:09 AM,2,2,55,9
25510,10510,2:55:10,2:55:10 AM,2,2,55,10
25511,10511,2:55:11,2:55:11 AM,2,2,55,11
25512,10512,2:55:12,2:55:12 AM,2,2,55,12
25513,10513,2:55:13,2:55:13 AM,2,2,55,13
25514,10514,2:55:14,2:55:14 AM,2,2,55,14
25515,10515,2:55:15,2:55:15 AM,2,2,55,15
25516,10516,2:55:16,2:55:16 AM,2,2,55,16
25517,10517,2:55:17,2:55:17 AM,2,2,55,17
25518,10518,2:55:18,2:55:18 AM,2,2,55,18
25519,10519,2:55:19,2:55:19 AM,2,2,55,19
25520,10520,2:55:20,2:55:20 AM,2,2,55,20
25521,10521,2:55:21,2:55:21 AM,2,2,55,21
25522,10522,2:55:22,2:55:22 AM,2,2,55,22
25523,10523,2:55:23,2:55:23 AM,2,2,55,23
25524,10524,2:55:24,2:55:24 AM,2,2,55,24
25525,10525,2:55:25,2:55:25 AM,2,2,55,25
25526,10526,2:55:26,2:55:26 AM,2,2,55,26
25527,10527,2:55:27,2:55:27 AM,2,2,55,27
25528,10528,2:55:28,2:55:28 AM,2,2,55,28
25529,10529,2:55:29,2:55:29 AM,2,2,55,29
25530,10530,2:55:30,2:55:30 AM,2,2,55,30
25531,10531,2:55:31,2:55:31 AM,2,2,55,31
25532,10532,2:55:32,2:55:32 AM,2,2,55,32
25533,10533,2:55:33,2:55:33 AM,2,2,55,33
25534,10534,2:55:34,2:55:34 AM,2,2,55,34
25535,10535,2:55:35,2:55:35 AM,2,2,55,35
25536,10536,2:55:36,2:55:36 AM,2,2,55,36
25537,10537,2:55:37,2:55:37 AM,2,2,55,37
25538,10538,2:55:38,2:55:38 AM,2,2,55,38
25539,10539,2:55:39,2:55:39 AM,2,2,55,39
25540,10540,2:55:40,2:55:40 AM,2,2,55,40
25541,10541,2:55:41,2:55:41 AM,2,2,55,41
25542,10542,2:55:42,2:55:42 AM,2,2,55,42
25543,10543,2:55:43,2:55:43 AM,2,2,55,43
25544,10544,2:55:44,2:55:44 AM,2,2,55,44
25545,10545,2:55:45,2:55:45 AM,2,2,55,45
25546,10546,2:55:46,2:55:46 AM,2,2,55,46
25547,10547,2:55:47,2:55:47 AM,2,2,55,47
25548,10548,2:55:48,2:55:48 AM,2,2,55,48
25549,10549,2:55:49,2:55:49 AM,2,2,55,49
25550,10550,2:55:50,2:55:50 AM,2,2,55,50
25551,10551,2:55:51,2:55:51 AM,2,2,55,51
25552,10552,2:55:52,2:55:52 AM,2,2,55,52
25553,10553,2:55:53,2:55:53 AM,2,2,55,53
25554,10554,2:55:54,2:55:54 AM,2,2,55,54
25555,10555,2:55:55,2:55:55 AM,2,2,55,55
25556,10556,2:55:56,2:55:56 AM,2,2,55,56
25557,10557,2:55:57,2:55:57 AM,2,2,55,57
25558,10558,2:55:58,2:55:58 AM,2,2,55,58
25559,10559,2:55:59,2:55:59 AM,2,2,55,59
25600,10560,2:56:00,2:56:00 AM,2,2,56,0
25601,10561,2:56:01,2:56:01 AM,2,2,56,1
25602,10562,2:56:02,2:56:02 AM,2,2,56,2
25603,10563,2:56:03,2:56:03 AM,2,2,56,3
25604,10564,2:56:04,2:56:04 AM,2,2,56,4
25605,10565,2:56:05,2:56:05 AM,2,2,56,5
25606,10566,2:56:06,2:56:06 AM,2,2,56,6
25607,10567,2:56:07,2:56:07 AM,2,2,56,7
25608,10568,2:56:08,2:56:08 AM,2,2,56,8
25609,10569,2:56:09,2:56:09 AM,2,2,56,9
25610,10570,2:56:10,2:56:10 AM,2,2,56,10
25611,10571,2:56:11,2:56:11 AM,2,2,56,11
25612,10572,2:56:12,2:56:12 AM,2,2,56,12
25613,10573,2:56:13,2:56:13 AM,2,2,56,13
25614,10574,2:56:14,2:56:14 AM,2,2,56,14
25615,10575,2:56:15,2:56:15 AM,2,2,56,15
25616,10576,2:56:16,2:56:16 AM,2,2,56,16
25617,10577,2:56:17,2:56:17 AM,2,2,56,17
25618,10578,2:56:18,2:56:18 AM,2,2,56,18
25619,10579,2:56:19,2:56:19 AM,2,2,56,19
25620,10580,2:56:20,2:56:20 AM,2,2,56,20
25621,10581,2:56:21,2:56:21 AM,2,2,56,21
25622,10582,2:56:22,2:56:22 AM,2,2,56,22
25623,10583,2:56:23,2:56:23 AM,2,2,56,23
25624,10584,2:56:24,2:56:24 AM,2,2,56,24
25625,10585,2:56:25,2:56:25 AM,2,2,56,25
25626,10586,2:56:26,2:56:26 AM,2,2,56,26
25627,10587,2:56:27,2:56:27 AM,2,2,56,27
25628,10588,2:56:28,2:56:28 AM,2,2,56,28
25629,10589,2:56:29,2:56:29 AM,2,2,56,29
25630,10590,2:56:30,2:56:30 AM,2,2,56,30
25631,10591,2:56:31,2:56:31 AM,2,2,56,31
25632,10592,2:56:32,2:56:32 AM,2,2,56,32
25633,10593,2:56:33,2:56:33 AM,2,2,56,33
25634,10594,2:56:34,2:56:34 AM,2,2,56,34
25635,10595,2:56:35,2:56:35 AM,2,2,56,35
25636,10596,2:56:36,2:56:36 AM,2,2,56,36
25637,10597,2:56:37,2:56:37 AM,2,2,56,37
25638,10598,2:56:38,2:56:38 AM,2,2,56,38
25639,10599,2:56:39,2:56:39 AM,2,2,56,39
25640,10600,2:56:40,2:56:40 AM,2,2,56,40
25641,10601,2:56:41,2:56:41 AM,2,2,56,41
25642,10602,2:56:42,2:56:42 AM,2,2,56,42
25643,10603,2:56:43,2:56:43 AM,2,2,56,43
25644,10604,2:56:44,2:56:44 AM,2,2,56,44
25645,10605,2:56:45,2:56:45 AM,2,2,56,45
25646,10606,2:56:46,2:56:46 AM,2,2,56,46
25647,10607,2:56:47,2:56:47 AM,2,2,56,47
25648,10608,2:56:48,2:56:48 AM,2,2,56,48
25649,10609,2:56:49,2:56:49 AM,2,2,56,49
25650,10610,2:56:50,2:56:50 AM,2,2,56,50
25651,10611,2:56:51,2:56:51 AM,2,2,56,51
25652,10612,2:56:52,2:56:52 AM,2,2,56,52
25653,10613,2:56:53,2:56:53 AM,2,2,56,53
25654,10614,2:56:54,2:56:54 AM,2,2,56,54
25655,10615,2:56:55,2:56:55 AM,2,2,56,55
25656,10616,2:56:56,2:56:56 AM,2,2,56,56
25657,10617,2:56:57,2:56:57 AM,2,2,56,57
25658,10618,2:56:58,2:56:58 AM,2,2,56,58
25659,10619,2:56:59,2:56:59 AM,2,2,56,59
25700,10620,2:57:00,2:57:00 AM,2,2,57,0
25701,10621,2:57:01,2:57:01 AM,2,2,57,1
25702,10622,2:57:02,2:57:02 AM,2,2,57,2
25703,10623,2:57:03,2:57:03 AM,2,2,57,3
25704,10624,2:57:04,2:57:04 AM,2,2,57,4
25705,10625,2:57:05,2:57:05 AM,2,2,57,5
25706,10626,2:57:06,2:57:06 AM,2,2,57,6
25707,10627,2:57:07,2:57:07 AM,2,2,57,7
25708,10628,2:57:08,2:57:08 AM,2,2,57,8
25709,10629,2:57:09,2:57:09 AM,2,2,57,9
25710,10630,2:57:10,2:57:10 AM,2,2,57,10
25711,10631,2:57:11,2:57:11 AM,2,2,57,11
25712,10632,2:57:12,2:57:12 AM,2,2,57,12
25713,10633,2:57:13,2:57:13 AM,2,2,57,13
25714,10634,2:57:14,2:57:14 AM,2,2,57,14
25715,10635,2:57:15,2:57:15 AM,2,2,57,15
25716,10636,2:57:16,2:57:16 AM,2,2,57,16
25717,10637,2:57:17,2:57:17 AM,2,2,57,17
25718,10638,2:57:18,2:57:18 AM,2,2,57,18
25719,10639,2:57:19,2:57:19 AM,2,2,57,19
25720,10640,2:57:20,2:57:20 AM,2,2,57,20
25721,10641,2:57:21,2:57:21 AM,2,2,57,21
25722,10642,2:57:22,2:57:22 AM,2,2,57,22
25723,10643,2:57:23,2:57:23 AM,2,2,57,23
25724,10644,2:57:24,2:57:24 AM,2,2,57,24
25725,10645,2:57:25,2:57:25 AM,2,2,57,25
25726,10646,2:57:26,2:57:26 AM,2,2,57,26
25727,10647,2:57:27,2:57:27 AM,2,2,57,27
25728,10648,2:57:28,2:57:28 AM,2,2,57,28
25729,10649,2:57:29,2:57:29 AM,2,2,57,29
25730,10650,2:57:30,2:57:30 AM,2,2,57,30
25731,10651,2:57:31,2:57:31 AM,2,2,57,31
25732,10652,2:57:32,2:57:32 AM,2,2,57,32
25733,10653,2:57:33,2:57:33 AM,2,2,57,33
25734,10654,2:57:34,2:57:34 AM,2,2,57,34
25735,10655,2:57:35,2:57:35 AM,2,2,57,35
25736,10656,2:57:36,2:57:36 AM,2,2,57,36
25737,10657,2:57:37,2:57:37 AM,2,2,57,37
25738,10658,2:57:38,2:57:38 AM,2,2,57,38
25739,10659,2:57:39,2:57:39 AM,2,2,57,39
25740,10660,2:57:40,2:57:40 AM,2,2,57,40
25741,10661,2:57:41,2:57:41 AM,2,2,57,41
25742,10662,2:57:42,2:57:42 AM,2,2,57,42
25743,10663,2:57:43,2:57:43 AM,2,2,57,43
25744,10664,2:57:44,2:57:44 AM,2,2,57,44
25745,10665,2:57:45,2:57:45 AM,2,2,57,45
25746,10666,2:57:46,2:57:46 AM,2,2,57,46
25747,10667,2:57:47,2:57:47 AM,2,2,57,47
25748,10668,2:57:48,2:57:48 AM,2,2,57,48
25749,10669,2:57:49,2:57:49 AM,2,2,57,49
25750,10670,2:57:50,2:57:50 AM,2,2,57,50
25751,10671,2:57:51,2:57:51 AM,2,2,57,51
25752,10672,2:57:52,2:57:52 AM,2,2,57,52
25753,10673,2:57:53,2:57:53 AM,2,2,57,53
25754,10674,2:57:54,2:57:54 AM,2,2,57,54
25755,10675,2:57:55,2:57:55 AM,2,2,57,55
25756,10676,2:57:56,2:57:56 AM,2,2,57,56
25757,10677,2:57:57,2:57:57 AM,2,2,57,57
25758,10678,2:57:58,2:57:58 AM,2,2,57,58
25759,10679,2:57:59,2:57:59 AM,2,2,57,59
25800,10680,2:58:00,2:58:00 AM,2,2,58,0
25801,10681,2:58:01,2:58:01 AM,2,2,58,1
25802,10682,2:58:02,2:58:02 AM,2,2,58,2
25803,10683,2:58:03,2:58:03 AM,2,2,58,3
25804,10684,2:58:04,2:58:04 AM,2,2,58,4
25805,10685,2:58:05,2:58:05 AM,2,2,58,5
25806,10686,2:58:06,2:58:06 AM,2,2,58,6
25807,10687,2:58:07,2:58:07 AM,2,2,58,7
25808,10688,2:58:08,2:58:08 AM,2,2,58,8
25809,10689,2:58:09,2:58:09 AM,2,2,58,9
25810,10690,2:58:10,2:58:10 AM,2,2,58,10
25811,10691,2:58:11,2:58:11 AM,2,2,58,11
25812,10692,2:58:12,2:58:12 AM,2,2,58,12
25813,10693,2:58:13,2:58:13 AM,2,2,58,13
25814,10694,2:58:14,2:58:14 AM,2,2,58,14
25815,10695,2:58:15,2:58:15 AM,2,2,58,15
25816,10696,2:58:16,2:58:16 AM,2,2,58,16
25817,10697,2:58:17,2:58:17 AM,2,2,58,17
25818,10698,2:58:18,2:58:18 AM,2,2,58,18
25819,10699,2:58:19,2:58:19 AM,2,2,58,19
25820,10700,2:58:20,2:58:20 AM,2,2,58,20
25821,10701,2:58:21,2:58:21 AM,2,2,58,21
25822,10702,2:58:22,2:58:22 AM,2,2,58,22
25823,10703,2:58:23,2:58:23 AM,2,2,58,23
25824,10704,2:58:24,2:58:24 AM,2,2,58,24
25825,10705,2:58:25,2:58:25 AM,2,2,58,25
25826,10706,2:58:26,2:58:26 AM,2,2,58,26
25827,10707,2:58:27,2:58:27 AM,2,2,58,27
25828,10708,2:58:28,2:58:28 AM,2,2,58,28
25829,10709,2:58:29,2:58:29 AM,2,2,58,29
25830,10710,2:58:30,2:58:30 AM,2,2,58,30
25831,10711,2:58:31,2:58:31 AM,2,2,58,31
25832,10712,2:58:32,2:58:32 AM,2,2,58,32
25833,10713,2:58:33,2:58:33 AM,2,2,58,33
25834,10714,2:58:34,2:58:34 AM,2,2,58,34
25835,10715,2:58:35,2:58:35 AM,2,2,58,35
25836,10716,2:58:36,2:58:36 AM,2,2,58,36
25837,10717,2:58:37,2:58:37 AM,2,2,58,37
25838,10718,2:58:38,2:58:38 AM,2,2,58,38
25839,10719,2:58:39,2:58:39 AM,2,2,58,39
25840,10720,2:58:40,2:58:40 AM,2,2,58,40
25841,10721,2:58:41,2:58:41 AM,2,2,58,41
25842,10722,2:58:42,2:58:42 AM,2,2,58,42
25843,10723,2:58:43,2:58:43 AM,2,2,58,43
25844,10724,2:58:44,2:58:44 AM,2,2,58,44
25845,10725,2:58:45,2:58:45 AM,2,2,58,45
25846,10726,2:58:46,2:58:46 AM,2,2,58,46
25847,10727,2:58:47,2:58:47 AM,2,2,58,47
25848,10728,2:58:48,2:58:48 AM,2,2,58,48
25849,10729,2:58:49,2:58:49 AM,2,2,58,49
25850,10730,2:58:50,2:58:50 AM,2,2,58,50
25851,10731,2:58:51,2:58:51 AM,2,2,58,51
25852,10732,2:58:52,2:58:52 AM,2,2,58,52
25853,10733,2:58:53,2:58:53 AM,2,2,58,53
25854,10734,2:58:54,2:58:54 AM,2,2,58,54
25855,10735,2:58:55,2:58:55 AM,2,2,58,55
25856,10736,2:58:56,2:58:56 AM,2,2,58,56
25857,10737,2:58:57,2:58:57 AM,2,2,58,57
25858,10738,2:58:58,2:58:58 AM,2,2,58,58
25859,10739,2:58:59,2:58:59 AM,2,2,58,59
25900,10740,2:59:00,2:59:00 AM,2,2,59,0
25901,10741,2:59:01,2:59:01 AM,2,2,59,1
25902,10742,2:59:02,2:59:02 AM,2,2,59,2
25903,10743,2:59:03,2:59:03 AM,2,2,59,3
25904,10744,2:59:04,2:59:04 AM,2,2,59,4
25905,10745,2:59:05,2:59:05 AM,2,2,59,5
25906,10746,2:59:06,2:59:06 AM,2,2,59,6
25907,10747,2:59:07,2:59:07 AM,2,2,59,7
25908,10748,2:59:08,2:59:08 AM,2,2,59,8
25909,10749,2:59:09,2:59:09 AM,2,2,59,9
25910,10750,2:59:10,2:59:10 AM,2,2,59,10
25911,10751,2:59:11,2:59:11 AM,2,2,59,11
25912,10752,2:59:12,2:59:12 AM,2,2,59,12
25913,10753,2:59:13,2:59:13 AM,2,2,59,13
25914,10754,2:59:14,2:59:14 AM,2,2,59,14
